pho_protein	iFOT_C_2_1	iFOT_C_2_3	iFOT_C_3_1	iFOT_C_3_2	iFOT_C_4_4	iFOT_C_4_5	iFOT_C_4_8	iFOT_C_5_3	iFOT_Z_1_3	iFOT_Z_1_4	iFOT_Z_2_10	iFOT_Z_2_11	iFOT_Z_4_12	iFOT_Z_5_6	iFOT_Z_5_7	iFOT_Z_6_3
Ahsg	1466.113	2112.189	1249.519008	1526.083175	1651.412	1272.928	1471.034	1330.884998	383.022391	370.07884	390.19875	407.881695	301.405198	287.983452	291.495696	355.808808
Ahsg	1509.639	1105.374	1164.279525	550.311093	514.8126	1325.946	587.2996	1131.823241	252.364448	142.674514	182.837953	555.396617	222.422895	253.121995	465.774718	509.612918
Ahsg	631.5749	635.5731	719.01799	780.198961	792.5937	695.7252	725.165	623.000437	181.449808	332.15742	198.795014	314.426796	318.743399	370.921022	277.386797	266.020786
Ahsg	1559.66	1353.831	1259.3301	1816.511924	1642.555	1507.617	1514.649	1305.949894	697.357225	608.957569	826.068176	939.039031	797.033986	907.602462	774.178807	971.752631
Ahsg	0.01	0.01	68.625435	102.877628	0.01	0.01	200.9758	0.01	90.354921	139.252203	0.01	0.01	0.01	146.953014	137.52346	0.01
Gfpt1	109.8722	168.0377	177.148708	99.623151	131.991	138.8942	0.01	123.606874	99.536251	109.14828	84.415825	77.366758	0.01	120.244061	84.110206	89.901466
Hgd	118.2529	287.8704	219.426411	243.619476	0.01	0.01	145.054	226.406556	0.01	0.01	118.996207	134.625068	127.519056	0.01	88.713356	83.488512
Hsph1	102.6989	0.01	145.132146	63.709714	0.01	0.01	0.01	42.587691	0.01	0.01	58.4289	0.01	0.01	0.01	0.01	0.01
Msx2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Med1	0.01	0.01	0.01	0.01	0.01	0.01	30.69865	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Med1	0.01	25.81809	0.01	0.01	29.03041	26.91324	0.01	33.303032	0.01	0.01	0.01	0.01	25.604637	0.01	0.01	0.01
Sh3gl1	146.8243	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Sh3gl1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	156.819149	78.880803	98.400846	0.01	88.465786	0.01	0.01
Syn1	0.01	0.01	45.47936	100.565237	0.01	0.01	0.01	51.709958	0.01	0.01	0.01	39.633885	0.01	0.01	0.01	0.01
Syn1	0.01	0.01	0.01	0.01	0.01	0.01	1358.476	648.490819	0.01	18.272108	0.01	0.01	1216.099013	0.01	0.01	0.01
Syn1	0.01	0.01	0.01	0.01	0.01	0.01	55.14092	0.01	0.01	0.01	0.01	0.01	35.47216	0.01	0.01	0.01
Syn1	197.5447	255.4748	138.78644	283.177546	227.2036	219.3631	250.3606	0.01	0.01	225.927764	201.596275	199.709853	0.01	0.01	207.399417	183.426484
Syn1	0.01	0.01	59.027667	0.01	48.77288	57.48555	58.12461	78.551865	0.01	0.01	0.01	66.831755	0.01	101.874038	103.407224	0.01
Syn1	233.8475	206.7649	271.785236	172.373079	158.8463	211.7143	210.6762	185.211249	107.532198	239.975801	202.86528	260.387496	291.794844	286.821881	236.926431	197.760536
Syn1	166.1933	0.01	0.01	156.291015	180.6163	172.0452	206.1676	192.136503	0.01	0.01	203.223031	247.787767	246.678509	261.417903	249.935031	0.01
Syn1	0.01	0.01	0.01	0.01	0.01	82.09086	0.01	0.01	0.01	0.01	0.01	97.820595	0.01	0.01	0.01	0.01
Syn1	693.5169	970.4961	0.01	1256.304176	748.5777	0.01	1358.476	0.01	811.735908	1138.677585	919.893536	1060.200901	0.01	839.700777	960.463624	893.342431
Syn1	562.5002	295.2378	293.945701	539.81493	341.0625	614.0685	696.8731	664.352898	706.085954	418.412091	282.623586	924.670918	669.916956	788.720737	845.976806	755.807602
Syn1	356.0066	1152.66	901.450286	381.040235	952.8876	1433.694	1359.001	1157.282192	1704.07786	456.202415	1061.914082	1998.065615	1691.256343	1551.198583	1862.917808	1553.522954
Syn1	156.382	0.01	120.595416	176.189	174.8167	0.01	0.01	152.711798	235.668508	245.254164	0.01	282.858395	0.01	226.663999	244.384788	202.491841
Syn1	0.01	0.01	138.78644	0.01	0.01	0.01	0.01	175.970593	223.477024	0.01	0.01	0.01	286.613166	174.816366	0.01	0.01
Syn1	54.20355	0.01	0.01	22.057169	0.01	0.01	0.01	72.093882	64.411557	0.01	0.01	62.849439	31.887103	64.159564	55.037936	52.000978
Syn1	0.01	0.01	0.01	0.01	0.01	32.19803	45.48466	0.01	55.735272	0.01	48.589387	0.01	0.01	44.798621	0.01	34.900881
Syn1	76.33526	0.01	0.01	57.670852	0.01	0.01	0.01	0.01	0.01	78.19568	69.862769	0.01	64.420001	0.01	40.585716	153.637281
Syn1	0.01	0.01	0.01	0.01	0.01	0.01	29.86314	0.01	0.01	0.01	45.441175	0.01	49.22658	42.733607	52.534408	0.01
Syn1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	66.831755	0.01	55.032631	40.585716	65.341389
Podxl	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Podxl	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Podxl	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Eloa	0.01	54.26202	46.178737	40.314594	63.69091	35.85804	46.36537	0.01	57.478862	0.01	52.010975	35.319998	41.322607	49.830659	48.179173	51.924236
Zfp354b	0.01	0.01	54.695485	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Zfp354b	0.01	0.01	54.695485	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ptdss2	0.01	48.81095	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	46.942281	0.01	36.24602	0.01	44.210674
Peg12	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	19.566004	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Gtpbp1	48.75408	0.01	42.633243	0.01	0.01	0.01	22.65247	96.789065	0.01	0.01	0.01	29.898798	9.100482	0.01	0.01	20.660254
Gtpbp1	119.8966	0.01	42.633243	0.01	40.69247	57.38673	22.65247	96.789065	18.610513	0.01	32.342749	106.35857	63.001421	0.01	70.753411	98.756814
Gtpbp1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.610513	0.01	32.342749	0.01	72.103179	0.01	0.01	60.482626
Gtpbp1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	24.453319	0.01	0.01	0.01	0.01	16.560902
Prpf4b	48.46593	0.01	0.01	40.184224	0.01	0.01	0.01	75.746142	42.286563	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Prpf4b	159.7403	0.01	122.008573	94.194265	0.01	117.2496	100.2987	149.621103	0.01	115.889406	91.550602	114.122877	94.297608	0.01	112.564777	125.009216
Prpf4b	0.01	31.62781	0.01	47.802745	36.96606	24.33831	25.08966	26.229006	48.078416	34.614336	29.548914	43.088449	42.050722	0.01	29.233833	26.119606
Prpf4b	99.95033	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	161.28435	0.01
Abcf1	0.01	62.75713	42.043677	74.324828	54.22012	67.51257	53.13463	0.01	0.01	52.049495	42.86604	0.01	0.01	0.01	0.01	0.01
Abcf1	47.06272	80.08917	81.144027	77.06544	0.01	65.94671	75.23009	70.979136	0.01	101.475679	0.01	70.161979	0.01	67.097907	94.263599	87.145431
Abcf1	72.46046	95.96846	73.748805	105.408888	86.40936	74.65586	112.0433	82.089925	0.01	104.318405	129.769249	67.251055	77.76346	59.614381	55.613852	101.486156
Abcf1	0.01	0.01	0.01	94.357941	0.01	0.01	0.01	0.01	47.831282	131.310508	55.201037	104.265523	23.325847	0.01	25.016484	51.957602
Abcf1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	87.725526	0.01	90.902599	0.01	87.590781	0.01	0.01	0.01
Bag3	0.01	64.06227	63.8162	109.120133	70.68948	97.0017	50.76786	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Rnf11	118.3442	196.3547	72.828902	0.01	122.4393	160.1017	0.01	0.01	0.01	230.529945	171.929911	0.01	0.01	213.929744	201.347772	0.01
Rnf11	0.01	0.01	0.01	0.01	0.01	0.01	155.879	0.01	66.322538	0.01	0.01	0.01	125.157947	0.01	0.01	0.01
Rnf11	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	20.897943	0.01	0.01	30.705623	0.01	0.01	32.666348	33.677014
Cspg5	180.692	0.01	0.01	0.01	156.6846	0.01	0.01	0.01	0.01	0.01	0.01	0.01	149.413561	0.01	0.01	0.01
Cspg5	0.01	0.01	103.700537	165.045748	94.15931	0.01	0.01	133.779978	123.940772	0.01	0.01	130.287003	123.154195	118.637939	0.01	131.555634
Cspg5	0.01	104.786	56.98894	136.402546	84.45712	86.2706	62.0447	0.01	82.409263	103.055738	81.371563	90.222074	135.687219	31.030425	113.67204	79.044155
Cspg5	0.01	0.01	0.01	0.01	0.01	0.01	0.01	65.662092	0.01	0.01	0.01	0.01	0.01	90.710055	0.01	0.01
Hdgfl3	0.01	0.01	0.01	0.01	0.01	0.01	294.7008	0.01	45.193984	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pcsk1n	0.01	161.4602	0.01	154.977805	0.01	0.01	0.01	121.857226	81.712401	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pcsk1n	0.01	0.01	27.601571	0.01	33.47011	0.01	0.01	39.962172	47.143759	0.01	0.01	21.632989	0.01	26.480223	0.01	0.01
Pcsk1n	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	76.470725	0.01	0.01	0.01	0.01	0.01	64.040113
Fkbp3	0.01	0.01	0.01	0.01	0.01	0.01	54.98748	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fkbp3	0.01	0.01	33.97968	68.018565	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Fkbp3	0.01	0.01	46.534277	54.243183	56.2876	0.01	0.01	54.487394	0.01	23.152352	26.833378	0.01	0.01	0.01	0.01	0.01
Fkbp3	39.86304	47.91108	0.01	0.01	0.01	0.01	0.01	0.01	0.01	23.152352	0.01	18.482366	0.01	0.01	0.01	22.299861
Usp21	0.01	0.01	0.01	0.01	0.01	21.80519	0.01	21.510194	0.01	15.88546	18.33037	0.01	0.01	0.01	0.01	19.18414
Cbx8	56.50266	0.01	57.25627	0.01	36.00708	0.01	0.01	37.714869	53.80633	46.918788	45.427	50.092213	25.976033	50.959964	81.965319	39.039605
H1f2	166.7817	103.9146	0.01	64.070371	0.01	63.58937	69.72199	87.841762	57.11319	92.430012	38.352972	0.01	0.01	42.687	41.027229	51.49982
H1f4	575.68	629.8501	799.081897	582.484737	671.9734	478.2814	573.3113	839.37009	473.621573	405.026437	297.757145	463.544315	351.122506	413.110411	403.155163	470.808211
H1f4	121.0532	151.2572	128.642311	131.891955	182.9019	134.913	156.8984	142.59108	179.862113	166.996386	98.118377	245.964122	111.118917	103.157502	118.156803	154.671628
Copb2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.893775	30.36369	0.01	0.01	0.01	0.01
Hmga1	0.01	0.01	0.01	105.313728	117.1349	0.01	152.1585	0.01	0.01	0.01	0.01	0.01	37.345094	0.01	0.01	0.01
Hmga1	0.01	0.01	0.01	105.313728	117.1349	0.01	152.1585	0.01	0.01	0.01	0.01	0.01	37.345094	0.01	0.01	0.01
Nes	0.01	0.01	136.446179	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Nes	152.0597	147.2175	0.01	93.794593	145.3615	119.6915	156.4044	0.01	0.01	0.01	47.703783	0.01	0.01	0.01	0.01	0.01
Nes	0.01	0.01	0.01	0.01	0.01	0.01	0.01	133.622824	0.01	0.01	0.01	0.01	50.547525	0.01	0.01	0.01
Nes	108.5938	0.01	78.361818	0.01	90.4548	67.58003	0.01	85.768377	58.251157	0.01	50.629245	47.108067	0.01	0.01	0.01	46.541626
Nes	24.76462	55.46229	49.597318	28.21974	22.37848	20.31154	23.93465	51.790631	20.413732	0.01	15.290159	34.452385	22.527537	31.523734	13.883268	23.005219
Nes	347.4129	365.4542	389.878374	381.182975	441.7985	287.0144	313.6707	453.39982	270.159561	306.145091	321.523986	197.720422	277.928112	191.68065	237.19106	281.295761
Nes	175.7509	164.49	99.488068	114.182653	132.2672	121.1452	122.4478	108.142919	126.721035	133.345955	77.665799	96.70154	72.537112	90.308524	94.444661	81.98704
Nes	59.51606	91.3124	0.01	57.60424	63.53949	0.01	57.11358	0.01	0.01	56.008613	54.254684	0.01	46.553421	0.01	47.518994	46.223981
Nes	0.01	0.01	19.824705	20.207256	20.27386	19.69869	15.63624	19.161266	0.01	20.418643	14.783907	13.373397	12.923565	13.221111	13.056651	15.73676
Nes	0.01	0.01	0.01	76.779959	0.01	0.01	110.4353	0.01	0.01	61.676817	0.01	0.01	56.50837	45.480506	54.127056	0.01
Nes	50.82287	0.01	0.01	0.01	33.98721	31.1462	0.01	0.01	28.16039	45.936943	24.032792	14.70521	0.01	20.830115	19.168185	26.075562
Nes	0.01	0.01	0.01	0.01	0.01	0.01	77.98572	0.01	0.01	59.942202	0.01	0.01	65.664369	0.01	59.207931	46.362117
Coil	0.01	0.01	0.01	0.01	0.01	46.91218	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Coil	57.96979	81.33087	54.841301	67.659812	0.01	68.61951	68.90014	72.076071	0.01	113.357172	81.864315	97.74461	66.672627	77.660312	62.296428	66.247611
Coil	32.846	45.31114	0.01	0.01	0.01	0.01	0.01	68.968613	61.126968	0.01	62.41479	0.01	78.139961	51.507766	0.01	74.206079
Bcl11a	132.8633	0.01	0.01	0.01	213.6141	0.01	0.01	223.69303	0.01	0.01	0.01	0.01	0.01	0.01	0.01	154.458085
Bcl11a	0.01	112.2802	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	107.194371	0.01	0.01	0.01
Bcl11a	0.01	0.01	22.588013	0.01	0.01	19.52766	0.01	31.285174	0.01	20.829872	21.018906	0.01	0.01	0.01	15.901411	17.242904
Bcl11a	314.5902	365.739	290.048268	228.041761	259.5633	238.8984	243.708	238.475985	305.785708	306.897172	259.558748	311.124893	317.205487	242.811264	320.904323	212.394882
Bcl11a	0.01	143.9935	137.094252	138.629293	0.01	0.01	117.3191	140.045184	91.698355	128.578179	106.272409	102.172475	121.227019	74.096728	112.982612	112.563682
Bcl11a	0.01	53.50845	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	40.618239	0.01	0.01	41.788385	0.01
Bcl11a	0.01	220.6709	0.01	138.714937	0.01	132.4711	192.484	0.01	0.01	141.915534	422.862126	0.01	329.08123	258.63587	0.01	0.01
Bcl11a	0.01	0.01	90.271043	64.083693	62.85763	0.01	0.01	0.01	103.832366	96.901097	79.873057	0.01	0.01	73.494432	0.01	82.407453
Bcl11a	0.01	0.01	0.01	0.01	121.4775	0.01	0.01	0.01	87.423792	0.01	110.160423	0.01	79.582152	0.01	0.01	108.946803
Bcl11a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	58.134774	0.01	0.01	115.262655	0.01	0.01	0.01	0.01
Hmgn5	0.01	0.01	0.01	29.01623	29.05136	0.01	29.24307	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mink1	61.28858	168.7498	0.01	0.01	0.01	0.01	0.01	46.567879	0.01	81.486895	91.557352	0.01	0.01	0.01	95.907084	82.847884
Mink1	0.01	0.01	0.01	16.272384	0.01	0.01	20.81854	0.01	0.01	32.983218	0.01	0.01	14.943271	0.01	18.708567	0.01
Grb14	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	29.289535	0.01	0.01	17.519826	26.481294
Rgs14	0.01	20.92249	36.148021	25.544788	35.84423	27.91281	21.29463	0.01	0.01	19.310531	14.472731	0.01	16.004493	0.01	14.074775	18.920548
Mybbp1a	0.01	46.32237	0.01	0.01	0.01	29.50053	0.01	42.921906	0.01	0.01	0.01	0.01	0.01	0.01	19.95859	0.01
Nasp	109.6794	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Nasp	109.6794	68.00361	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pgrmc1	6826.302	8313.322	6761.462208	8540.146818	6764.969	8519.597	7242.402	7963.413195	4206.744653	4573.132864	5150.067299	5910.613114	97.360669	5241.120997	5730.190607	4737.777885
Pgrmc1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	54.978062	0.01	0.01	49.406912	0.01
Plrg1	0.01	0.01	0.01	0.01	0.01	19.75665	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plrg1	0.01	0.01	0.01	0.01	0.01	19.75665	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Vamp4	142.0658	476.4305	249.228726	286.974436	259.6776	360.9653	366.0822	342.857684	177.326112	294.456793	349.583844	291.997343	251.573025	258.793614	280.973215	257.198804
Atxn10	67.6786	0.01	0.01	41.848575	0.01	0.01	42.83834	26.95401	119.199241	68.593198	63.058742	0.01	0.01	0.01	73.002756	0.01
Atxn10	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	88.776341	0.01	60.566925	61.137329	53.663955	0.01
Eif3g	766.853	0.01	0.01	664.198749	0.01	0.01	720.9192	0.01	0.01	0.01	861.10081	0.01	0.01	0.01	0.01	0.01
Eif3g	0.01	0.01	0.01	0.01	555.667	599.8446	0.01	0.01	0.01	0.01	631.620178	0.01	0.01	0.01	0.01	0.01
Eif3g	0.01	0.01	0.01	0.01	0.01	746.1216	0.01	0.01	0.01	836.189399	0.01	0.01	0.01	0.01	0.01	0.01
Tsnax	10.53166	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Tsnax	0.01	82.92605	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.503828	0.01
Tsnax	82.54265	0.01	0.01	0.01	0.01	0.01	0.01	56.659262	54.711532	63.083	56.367442	0.01	62.428373	0.01	0.01	64.905628
Sart3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	22.750962	0.01	0.01	0.01	0.01	0.01
Rab11a	0.01	0.01	0.01	0.01	89.70914	0.01	0.01	0.01	0.01	0.01	0.01	63.013843	0.01	0.01	0.01	80.065156
Rragc	32.89368	39.43409	28.574579	0.01	0.01	0.01	0.01	0.01	0.01	24.544736	0.01	0.01	0.01	0.01	0.01	0.01
Itih4	0.01	0.01	0.01	0.01	0.01	0.01	2282.904	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Itih4	0.01	0.01	0.01	0.01	0.01	0.01	2282.904	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Tfip11	41.61426	0.01	43.23181	0.01	73.17026	0.01	0.01	0.01	0.01	47.953071	0.01	0.01	42.369791	0.01	0.01	0.01
Tfip11	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	41.183039
Eef1b2	590.0368	662.6859	632.167328	481.120155	589.598	497.3035	599.1755	582.569947	359.925383	366.559931	479.049342	421.040952	315.533567	419.742836	442.271493	582.504376
Eef1b2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	23.918922	0.01	0.01	0.01	0.01	16.111025	0.01
Ubqln2	1127.841	1251.452	1034.215056	1069.885461	1118.972	1155.013	1014.821	1185.674685	664.834626	693.570083	573.752206	730.49417	727.285536	681.906438	610.5894	561.857468
Samhd1	27.44116	0.01	0.01	0.01	0.01	0.01	19.60573	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Samhd1	92.65933	0.01	39.597205	0.01	62.67764	94.57594	101.1448	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Rplp1	0.01	0.01	420.508781	0.01	0.01	0.01	865.4477	813.439677	0.01	548.190839	0.01	0.01	0.01	0.01	0.01	661.742054
Rplp1	0.01	0.01	420.508781	0.01	0.01	132.1386	865.4477	813.439677	0.01	735.796992	140.38704	0.01	118.157576	0.01	106.52706	661.742054
Slc1a4	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	66.623989	0.01	0.01	0.01	0.01	0.01	0.01
Slc1a4	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	31.623953	0.01	103.098113	0.01	0.01	0.01	73.051614
Slc1a4	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	97.018394	0.01	0.01	0.01	0.01	0.01	0.01
Cetn2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	24.706882	0.01	0.01	0.01	0.01	0.01	0.01
Robo1	33.64348	58.72386	61.674861	0.01	69.09626	0.01	0.01	71.30916	45.537386	71.426955	0.01	54.500046	0.01	42.403061	0.01	74.533066
Robo1	64.71492	0.01	84.561707	0.01	0.01	0.01	0.01	70.835602	0.01	0.01	0.01	55.096184	91.425988	0.01	71.784071	0.01
Robo1	0.01	0.01	0.01	64.147451	0.01	0.01	0.01	0.01	0.01	0.01	65.127625	0.01	0.01	0.01	0.01	0.01
Robo1	0.01	125.6075	0.01	0.01	65.80696	0.01	65.80505	80.684968	74.291185	98.619152	79.704306	65.725824	89.358422	86.508324	104.013085	0.01
Robo1	0.01	68.14992	0.01	0.01	0.01	0.01	0.01	0.01	29.125938	0.01	0.01	0.01	179.176303	0.01	0.01	80.639052
Robo1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	58.508419	0.01	0.01	0.01	0.01	0.01	0.01
Robo1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	58.508419	0.01	0.01	0.01	0.01	0.01	0.01
Fmn2	0.01	50.67804	40.961757	44.217111	0.01	53.0141	0.01	65.815055	0.01	0.01	0.01	0.01	33.82066	0.01	0.01	0.01
Fmn2	0.01	73.44561	21.470089	0.01	70.52949	0.01	0.01	0.01	47.239308	0.01	0.01	126.418665	0.01	24.265352	0.01	0.01
Fmn2	13.66376	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	23.72949	0.01	0.01	11.091433	0.01
Fmn2	0.01	45.3953	0.01	0.01	0.01	0.01	0.01	0.01	45.437526	0.01	0.01	0.01	0.01	39.566534	32.664956	0.01
Fmn2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	29.90869	0.01	29.422615	0.01	20.095083	40.584453
Panx1	0.01	0.01	0.01	0.01	0.01	0.01	8.173136	5.646753	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Panx1	33.72059	55.26159	0.01	0.01	0.01	0.01	0.01	36.415729	0.01	0.01	0.01	0.01	0.01	0.01	0.01	33.759762
Panx1	0.01	8.999431	0.01	4.800734	0.01	0.01	0.01	4.961981	0.01	0.01	4.985232	16.692569	5.47503	0.01	5.226699	3.701962
Uso1	50.59763	54.68282	0.01	0.01	0.01	51.60122	0.01	52.705267	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Msgn1	0.01	0.01	50.111275	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	47.759467	0.01	0.01	0.01	0.01
Msgn1	0.01	0.01	50.111275	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	47.759467	0.01	0.01	0.01	0.01
Msgn1	0.01	0.01	50.111275	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	47.759467	0.01	0.01	0.01	0.01
Ddx21	0.01	0.01	0.01	83.025319	59.82165	59.21389	0.01	44.165518	46.265139	48.331871	53.723457	0.01	0.01	0.01	0.01	0.01
Stmn1	19746.36	22240.59	16089.28992	21727.9149	21143.32	22938.73	19047.67	25512.38336	9128.167492	13035.14327	12595.54842	12578.31522	10937.68016	15340.61833	12524.60722	12271.36323
Stmn1	0.01	0.01	0.01	0.01	29.89987	0.01	0.01	0.01	0.01	18.241059	0.01	0.01	0.01	0.01	0.01	0.01
Stmn1	43436.5	39112.99	35125.50769	36795.57157	38731.65	40819.77	36867.81	36600.12322	29358.70398	24895.93687	28966.38636	28770.07253	25324.49458	36781.63304	28675.32675	27703.15804
Stmn1	40.8533	67.1115	0.01	0.01	0.01	49.03769	43.89035	50.679028	46.403075	0.01	70.888773	73.014878	0.01	0.01	0.01	62.588023
Stmn1	1120.333	1069.47	926.923119	1043.811582	1113.639	1191.499	1188.85	1071.685637	1222.740522	1361.748822	1330.767616	1113.805012	1303.268623	1090.298866	998.556258	1038.084324
Stmn1	833.9188	881.8808	722.060329	967.207669	882.0353	1104.654	1008.179	862.597454	797.439471	1121.566027	1420.475461	1293.889958	1030.337129	1239.653892	1096.886785	1015.261951
Stmn1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	226.396952	0.01	0.01	0.01	246.941293	0.01	0.01
Stub1	528.1861	888.8985	753.320806	503.958589	748.0063	886.3175	882.3052	818.122866	988.322054	802.173278	740.140345	1116.499033	698.76078	1051.436444	1125.578129	938.653517
Stub1	0.01	63.22066	0.01	0.01	51.45555	0.01	0.01	98.380511	0.01	71.495953	73.345782	91.92138	93.876437	26.189114	51.294134	0.01
Mettl3	90.83608	0.01	0.01	0.01	71.10088	0.01	0.01	0.01	0.01	0.01	0.01	59.367935	0.01	0.01	0.01	0.01
Foxo1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	19.985334	0.01	0.01	0.01	0.01	0.01	0.01
Tusc2	0.01	0.01	0.01	69.09102	0.01	74.32331	68.17287	0.01	0.01	0.01	0.01	0.01	0.01	42.286904	0.01	56.083647
Rybp	0.01	0.01	0.01	0.01	0.01	0.01	0.01	53.913258	0.01	60.654953	52.347126	0.01	55.076389	54.343576	103.643997	55.004589
Fzr1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	7.612314	0.01	0.01	10.394086	0.01	0.01	10.533623	0.01
Serinc1	0.01	0.01	0.01	60.728347	43.38943	58.87088	0.01	76.930035	62.413648	73.724596	86.177581	110.58611	62.143125	0.01	91.220367	111.222367
Dstn	661.9118	625.1241	443.479337	425.936789	538.4491	480.3717	462.9811	599.469242	456.868159	477.826457	408.930072	459.669069	514.59424	490.491086	498.045515	429.601148
1110004F10Rik	0.01	0.01	0.01	0.01	127.5532	97.70481	52.82249	99.999197	46.164561	52.397246	90.801349	70.693876	129.069731	79.388327	92.815104	67.713047
Pex14	0.01	0.01	44.166113	54.541986	0.01	0.01	0.01	45.927738	0.01	0.01	0.01	31.224395	0.01	0.01	28.922546	0.01
Vapb	91.1222	0.01	104.798659	102.75392	120.0299	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Vapb	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	32.988131	0.01	0.01	18.127308	19.952013	0.01	0.01	13.531265
