NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
NEGATIVE REGULATION OF SIGNAL TRANSDUCTION	NEGATIVE REGULATION OF SIGNAL TRANSDUCTION	51	-0.23870511	-0.97067606	0.45638946	0.6972648	1	4210	"tags=37%, list=19%, signal=46%"
DEVELOPMENTAL PROCESS	DEVELOPMENTAL PROCESS	17	-0.27579978	-0.97034436	0.49323016	0.69663036	1	2919	"tags=24%, list=13%, signal=27%"
RETROMER COMPLEX	RETROMER COMPLEX	20	-0.25539005	-0.96951944	0.54832345	0.6976907	1	5942	"tags=45%, list=27%, signal=62%"
STEROL TRANSPORT	STEROL TRANSPORT	18	-0.29620463	-0.968588	0.3911368	0.6979868	1	2790	"tags=28%, list=13%, signal=32%"
INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION	INTERMEDIATE FILAMENT CYTOSKELETON ORGANIZATION	18	-0.32647306	-0.9684737	0.3915547	0.6975546	1	1708	"tags=28%, list=8%, signal=30%"
PARANODE REGION OF AXON	PARANODE REGION OF AXON	17	-0.32156947	-0.96816313	0.57114625	0.69732	1	4007	"tags=47%, list=18%, signal=58%"
DNA METHYLATION	DNA METHYLATION	17	-0.29380247	-0.96745145	0.39803922	0.69737965	1	4649	"tags=41%, list=21%, signal=52%"
MITOCHONDRIAL FUSION	MITOCHONDRIAL FUSION	15	-0.3436948	-0.9669274	0.6114398	0.6975447	1	3574	"tags=33%, list=16%, signal=40%"
CLATHRIN-COATED PIT	CLATHRIN-COATED PIT	57	-0.36104542	-0.96602315	0.61857706	0.6985839	1	4325	"tags=47%, list=20%, signal=59%"
HISTONE H2A ACETYLATION	HISTONE H2A ACETYLATION	16	-0.27832204	-0.9659719	0.33267716	0.6978403	1	4516	"tags=25%, list=21%, signal=31%"
POSITIVE REGULATION OF VIRAL GENOME REPLICATION	POSITIVE REGULATION OF VIRAL GENOME REPLICATION	24	-0.26691446	-0.9657365	0.43055555	0.6971742	1	7353	"tags=54%, list=34%, signal=82%"
ESTROGEN RECEPTOR BINDING	ESTROGEN RECEPTOR BINDING	44	-0.23890345	-0.9656653	0.5	0.6965269	1	4910	"tags=41%, list=22%, signal=53%"
AXONEME ASSEMBLY	AXONEME ASSEMBLY	23	-0.26687947	-0.96509093	0.42941177	0.69679135	1	4379	"tags=30%, list=20%, signal=38%"
"ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, PLUS-END-DIRECTED"	"ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, PLUS-END-DIRECTED"	28	-0.26452252	-0.9648854	0.50209206	0.6962134	1	1790	"tags=21%, list=8%, signal=23%"
MITOTIC SPINDLE ORGANIZATION	MITOTIC SPINDLE ORGANIZATION	37	-0.21977974	-0.9645412	0.39756593	0.6960392	1	2382	"tags=19%, list=11%, signal=21%"
PLATELET ALPHA GRANULE	PLATELET ALPHA GRANULE	16	-0.43144563	-0.9629306	0.39839035	0.69831264	1	850	"tags=19%, list=4%, signal=19%"
MAGNESIUM-DEPENDENT PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY	MAGNESIUM-DEPENDENT PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY	16	-0.29851422	-0.9612842	0.414433	0.70093167	1	4685	"tags=38%, list=21%, signal=48%"
CILIUM ORGANIZATION	CILIUM ORGANIZATION	19	-0.29001406	-0.9612831	0.50803214	0.70005316	1	2099	"tags=16%, list=10%, signal=17%"
MYOFIBRIL	MYOFIBRIL	43	-0.28509152	-0.96093595	0.6051081	0.69970363	1	2444	"tags=19%, list=11%, signal=21%"
NEURON FATE COMMITMENT	NEURON FATE COMMITMENT	30	-0.3169096	-0.9607818	0.40082645	0.6990338	1	4313	"tags=33%, list=20%, signal=41%"
METHYLATED HISTONE BINDING	METHYLATED HISTONE BINDING	58	-0.22395925	-0.9593501	0.48355898	0.70029783	1	4038	"tags=26%, list=19%, signal=32%"
MUSCLE CELL DIFFERENTIATION	MUSCLE CELL DIFFERENTIATION	17	-0.30797178	-0.95869094	0.41904762	0.7006647	1	5158	"tags=53%, list=24%, signal=69%"
PROTEIN O-LINKED GLYCOSYLATION	PROTEIN O-LINKED GLYCOSYLATION	45	-0.28494006	-0.95864433	0.50395256	0.69979316	1	5827	"tags=51%, list=27%, signal=70%"
"REGULATION OF GENE EXPRESSION, EPIGENETIC"	"REGULATION OF GENE EXPRESSION, EPIGENETIC"	15	-0.29689187	-0.9577826	0.50384617	0.701285	1	7907	"tags=67%, list=36%, signal=104%"
POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE ACTIVITY	POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE ACTIVITY	17	-0.29274893	-0.95687664	0.40236688	0.7019129	1	2446	"tags=24%, list=11%, signal=26%"
SPECTRIN BINDING	SPECTRIN BINDING	33	-0.31153756	-0.9566072	0.52079207	0.70143354	1	2270	"tags=36%, list=10%, signal=41%"
SARCOMERE	SARCOMERE	48	-0.22061114	-0.9556905	0.49591836	0.7022649	1	1955	"tags=15%, list=9%, signal=16%"
VARICOSITY	VARICOSITY	15	-0.34259117	-0.95546347	0.39087301	0.7015501	1	1947	"tags=33%, list=9%, signal=37%"
GASTRULATION	GASTRULATION	35	-0.1892028	-0.9540074	0.5009901	0.7030666	1	1482	"tags=9%, list=7%, signal=9%"
ANTIPORTER ACTIVITY	ANTIPORTER ACTIVITY	47	-0.2857803	-0.95298547	0.5750988	0.70411325	1	5963	"tags=49%, list=27%, signal=67%"
HISTONE H3-K4 TRIMETHYLATION	HISTONE H3-K4 TRIMETHYLATION	15	-0.3417072	-0.95173514	0.48846152	0.7060074	1	7133	"tags=60%, list=33%, signal=89%"
DIGESTIVE TRACT DEVELOPMENT	DIGESTIVE TRACT DEVELOPMENT	30	-0.27990028	-0.9506821	0.40650406	0.7072908	1	920	"tags=17%, list=4%, signal=17%"
MULTICELLULAR ORGANISM GROWTH	MULTICELLULAR ORGANISM GROWTH	99	-0.20727168	-0.9496856	0.6082677	0.7080676	1	1821	"tags=15%, list=8%, signal=16%"
INSULIN RECEPTOR SIGNALING PATHWAY	INSULIN RECEPTOR SIGNALING PATHWAY	55	-0.23814699	-0.9475843	0.5131313	0.7107186	1	5702	"tags=38%, list=26%, signal=52%"
POSITIVE REGULATION OF OSSIFICATION	POSITIVE REGULATION OF OSSIFICATION	20	-0.33343545	-0.9473479	0.5030181	0.7103159	1	3461	"tags=40%, list=16%, signal=47%"
METALLOAMINOPEPTIDASE ACTIVITY	METALLOAMINOPEPTIDASE ACTIVITY	18	-0.28621438	-0.9467853	0.1971831	0.71031696	1	2231	"tags=17%, list=10%, signal=19%"
POSITIVE REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION	POSITIVE REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION	16	-0.3225078	-0.94480443	0.3944773	0.7129126	1	850	"tags=19%, list=4%, signal=19%"
PROTEIN K11-LINKED UBIQUITINATION	PROTEIN K11-LINKED UBIQUITINATION	27	-0.29689386	-0.94353735	0.3946281	0.71467185	1	8131	"tags=48%, list=37%, signal=77%"
RESPONSE TO ESTRADIOL	RESPONSE TO ESTRADIOL	108	-0.22367509	-0.94257885	0.3944773	0.7152809	1	4222	"tags=31%, list=19%, signal=39%"
LIMB MORPHOGENESIS	LIMB MORPHOGENESIS	25	-0.30591524	-0.94257843	0.5041322	0.7144096	1	2439	"tags=24%, list=11%, signal=27%"
REGULATION OF NEUROGENESIS	REGULATION OF NEUROGENESIS	37	-0.25519413	-0.94072205	0.3868472	0.7170035	1	3441	"tags=30%, list=16%, signal=35%"
FILOPODIUM ASSEMBLY	FILOPODIUM ASSEMBLY	15	-0.3371602	-0.9404631	0.48126233	0.7164118	1	1969	"tags=33%, list=9%, signal=37%"
MOTOR NEURON AXON GUIDANCE	MOTOR NEURON AXON GUIDANCE	35	-0.36262897	-0.9402022	0.617357	0.71585625	1	3882	"tags=49%, list=18%, signal=59%"
TBP-CLASS PROTEIN BINDING	TBP-CLASS PROTEIN BINDING	20	-0.2838889	-0.94018793	0.49112427	0.71511763	1	2233	"tags=15%, list=10%, signal=17%"
OUTFLOW TRACT MORPHOGENESIS	OUTFLOW TRACT MORPHOGENESIS	51	-0.31665117	-0.93990135	0.39034206	0.71476835	1	2961	"tags=25%, list=14%, signal=29%"
CLATHRIN-COATED VESICLE MEMBRANE	CLATHRIN-COATED VESICLE MEMBRANE	17	-0.3863732	-0.93915445	0.7035573	0.7153177	1	6824	"tags=76%, list=31%, signal=111%"
LUNG ALVEOLUS DEVELOPMENT	LUNG ALVEOLUS DEVELOPMENT	41	-0.2920108	-0.9385576	0.575	0.7157959	1	2722	"tags=34%, list=12%, signal=39%"
REGULATION OF CANONICAL WNT SIGNALING PATHWAY	REGULATION OF CANONICAL WNT SIGNALING PATHWAY	28	-0.2787857	-0.93726856	0.6036217	0.71744484	1	4254	"tags=32%, list=19%, signal=40%"
NEUROTRANSMITTER RECEPTOR ACTIVITY	NEUROTRANSMITTER RECEPTOR ACTIVITY	31	-0.32641926	-0.93689483	0.48031497	0.7174398	1	1791	"tags=26%, list=8%, signal=28%"
POSITIVE REGULATION OF ENDOCYTOSIS	POSITIVE REGULATION OF ENDOCYTOSIS	31	-0.28776464	-0.93587357	0.42970297	0.7178499	1	4241	"tags=45%, list=19%, signal=56%"
STEROID HORMONE MEDIATED SIGNALING PATHWAY	STEROID HORMONE MEDIATED SIGNALING PATHWAY	53	-0.26950365	-0.9358285	0.42054263	0.716987	1	2233	"tags=21%, list=10%, signal=23%"
HAIR FOLLICLE DEVELOPMENT	HAIR FOLLICLE DEVELOPMENT	42	-0.32047018	-0.93444103	0.4831014	0.7185615	1	2092	"tags=19%, list=10%, signal=21%"
PROTEIN K48-LINKED UBIQUITINATION	PROTEIN K48-LINKED UBIQUITINATION	52	-0.18403476	-0.9338267	0.5	0.71903664	1	4187	"tags=25%, list=19%, signal=31%"
NEGATIVE REGULATION OF FOCAL ADHESION ASSEMBLY	NEGATIVE REGULATION OF FOCAL ADHESION ASSEMBLY	16	-0.37312987	-0.9332921	0.5769231	0.7189775	1	3108	"tags=38%, list=14%, signal=44%"
REGULATION OF PROTEIN BINDING	REGULATION OF PROTEIN BINDING	26	-0.26843858	-0.9331763	0.47233203	0.7182554	1	6561	"tags=58%, list=30%, signal=82%"
EMBRYONIC DIGESTIVE TRACT MORPHOGENESIS	EMBRYONIC DIGESTIVE TRACT MORPHOGENESIS	20	-0.32980326	-0.9317302	0.58498025	0.7203302	1	2187	"tags=25%, list=10%, signal=28%"
HEPARAN SULFATE PROTEOGLYCAN BINDING	HEPARAN SULFATE PROTEOGLYCAN BINDING	20	-0.31680277	-0.93147105	0.38492063	0.71986574	1	3741	"tags=40%, list=17%, signal=48%"
CUL4-RING E3 UBIQUITIN LIGASE COMPLEX	CUL4-RING E3 UBIQUITIN LIGASE COMPLEX	27	-0.28947997	-0.93088174	0.6193294	0.72004265	1	6350	"tags=41%, list=29%, signal=57%"
PROXIMAL/DISTAL PATTERN FORMATION	PROXIMAL/DISTAL PATTERN FORMATION	25	-0.32249376	-0.9304336	0.6679612	0.72035897	1	2319	"tags=24%, list=11%, signal=27%"
"G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY, COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER"	"G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY, COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER"	35	-0.31768724	-0.928522	0.48031497	0.7230178	1	1791	"tags=26%, list=8%, signal=28%"
SARCOLEMMA	SARCOLEMMA	132	-0.23357749	-0.92841715	0.38039216	0.7224722	1	2937	"tags=23%, list=13%, signal=27%"
ODONTOGENESIS OF DENTIN-CONTAINING TOOTH	ODONTOGENESIS OF DENTIN-CONTAINING TOOTH	58	-0.30041113	-0.92813987	0.5070994	0.72212976	1	2761	"tags=22%, list=13%, signal=26%"
PHOTORECEPTOR INNER SEGMENT	PHOTORECEPTOR INNER SEGMENT	62	-0.23401701	-0.9270327	0.57947683	0.7238124	1	3884	"tags=29%, list=18%, signal=35%"
INTERSTITIAL MATRIX	INTERSTITIAL MATRIX	16	-0.3478211	-0.9270326	0.37475345	0.7229567	1	1151	"tags=31%, list=5%, signal=33%"
NEUROTRANSMITTER:SODIUM SYMPORTER ACTIVITY	NEUROTRANSMITTER:SODIUM SYMPORTER ACTIVITY	21	-0.36554587	-0.9261128	0.29149798	0.7237453	1	2613	"tags=33%, list=12%, signal=38%"
NUCLEAR HORMONE RECEPTOR BINDING	NUCLEAR HORMONE RECEPTOR BINDING	25	-0.26014048	-0.924673	0.50476193	0.7256155	1	3083	"tags=32%, list=14%, signal=37%"
NEGATIVE REGULATION OF VASCULAR PERMEABILITY	NEGATIVE REGULATION OF VASCULAR PERMEABILITY	15	-0.27869543	-0.9241387	0.49492902	0.72590876	1	4058	"tags=40%, list=19%, signal=49%"
REGULATION OF ESTABLISHMENT OF CELL POLARITY	REGULATION OF ESTABLISHMENT OF CELL POLARITY	16	-0.29810596	-0.9231742	0.61616164	0.7269148	1	4422	"tags=38%, list=20%, signal=47%"
REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION	REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION	84	-0.25891724	-0.92306554	0.38039216	0.726284	1	4715	"tags=36%, list=22%, signal=45%"
CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS	CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS	64	-0.2260516	-0.9224791	0.29752067	0.7261312	1	5410	"tags=36%, list=25%, signal=48%"
POSITIVE REGULATION OF CELL CYCLE ARREST	POSITIVE REGULATION OF CELL CYCLE ARREST	28	-0.23083676	-0.921804	0.47870183	0.72647387	1	3856	"tags=32%, list=18%, signal=39%"
SKIN DEVELOPMENT	SKIN DEVELOPMENT	48	-0.31609735	-0.91872334	0.4008097	0.7317621	1	2294	"tags=25%, list=11%, signal=28%"
APICOLATERAL PLASMA MEMBRANE	APICOLATERAL PLASMA MEMBRANE	19	-0.30475694	-0.9185382	0.5801217	0.73131037	1	1782	"tags=26%, list=8%, signal=29%"
ACETYLGALACTOSAMINYLTRANSFERASE ACTIVITY	ACETYLGALACTOSAMINYLTRANSFERASE ACTIVITY	26	-0.2460839	-0.91812515	0.51934826	0.7312045	1	5736	"tags=54%, list=26%, signal=73%"
NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	NEGATIVE REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	15	-0.27968353	-0.9168652	0.6205534	0.73205507	1	4710	"tags=33%, list=22%, signal=42%"
NEGATIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION	NEGATIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION	23	-0.31602746	-0.91014993	0.61346155	0.7427991	1	3668	"tags=39%, list=17%, signal=47%"
CHROMATIN REMODELING	CHROMATIN REMODELING	97	-0.1943995	-0.9094622	0.6903846	0.74293935	1	4446	"tags=28%, list=20%, signal=35%"
NEGATIVE REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION	NEGATIVE REGULATION OF CARDIAC MUSCLE CELL PROLIFERATION	15	-0.29041865	-0.9075318	0.48915187	0.74573654	1	3301	"tags=33%, list=15%, signal=39%"
ANATOMICAL STRUCTURE DEVELOPMENT	ANATOMICAL STRUCTURE DEVELOPMENT	46	-0.28098705	-0.9067949	0.5060729	0.74617034	1	4761	"tags=35%, list=22%, signal=44%"
MITOTIC CYTOKINESIS	MITOTIC CYTOKINESIS	46	-0.21658038	-0.906551	0.5821501	0.7457138	1	1835	"tags=17%, list=8%, signal=19%"
NEGATIVE REGULATION OF CELL ADHESION	NEGATIVE REGULATION OF CELL ADHESION	47	-0.27155334	-0.90297854	0.49309665	0.7512699	1	3666	"tags=36%, list=17%, signal=43%"
VENTRICULAR SEPTUM MORPHOGENESIS	VENTRICULAR SEPTUM MORPHOGENESIS	33	-0.28202745	-0.90281564	0.6883629	0.75075233	1	3741	"tags=30%, list=17%, signal=37%"
METALLOCARBOXYPEPTIDASE ACTIVITY	METALLOCARBOXYPEPTIDASE ACTIVITY	26	-0.32525063	-0.90218127	0.5165289	0.7510358	1	3707	"tags=35%, list=17%, signal=42%"
14-3-3 PROTEIN BINDING	14-3-3 PROTEIN BINDING	30	-0.20666473	-0.9005583	0.519305	0.7527295	1	4496	"tags=33%, list=21%, signal=42%"
ENDOSOMAL TRANSPORT	ENDOSOMAL TRANSPORT	45	-0.1946765	-0.90032816	0.6363636	0.75204283	1	5020	"tags=33%, list=23%, signal=43%"
TRANSLATIONAL ELONGATION	TRANSLATIONAL ELONGATION	25	-0.35977557	-0.90020007	0.5897436	0.75162655	1	8134	"tags=56%, list=37%, signal=89%"
RESPONSE TO IMMOBILIZATION STRESS	RESPONSE TO IMMOBILIZATION STRESS	29	-0.3038216	-0.8999296	0.5984252	0.7513497	1	4095	"tags=45%, list=19%, signal=55%"
PEPTIDE HORMONE BINDING	PEPTIDE HORMONE BINDING	45	-0.27767834	-0.8986228	0.69715446	0.7528208	1	3857	"tags=33%, list=18%, signal=40%"
PROTEIN TARGETING TO LYSOSOME	PROTEIN TARGETING TO LYSOSOME	16	-0.22716157	-0.8985212	0.410101	0.7523296	1	5153	"tags=31%, list=24%, signal=41%"
CENTROSOME LOCALIZATION	CENTROSOME LOCALIZATION	20	-0.22964323	-0.89717406	0.47619048	0.7538276	1	5585	"tags=45%, list=26%, signal=60%"
ANTEROGRADE SYNAPTIC VESICLE TRANSPORT	ANTEROGRADE SYNAPTIC VESICLE TRANSPORT	16	-0.3636661	-0.8962746	0.7140039	0.7544164	1	7618	"tags=63%, list=35%, signal=96%"
NADPH BINDING	NADPH BINDING	18	-0.26055872	-0.8961764	0.56875	0.75367326	1	3966	"tags=33%, list=18%, signal=41%"
XY BODY	XY BODY	16	-0.26888463	-0.89493203	0.47162426	0.75505435	1	3023	"tags=19%, list=14%, signal=22%"
PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY	PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY	50	-0.21973836	-0.89126694	0.4989899	0.76062703	1	4984	"tags=34%, list=23%, signal=44%"
CALCIUM-DEPENDENT PHOSPHOLIPID BINDING	CALCIUM-DEPENDENT PHOSPHOLIPID BINDING	49	-0.28621122	-0.8883414	0.5923077	0.7655542	1	4092	"tags=41%, list=19%, signal=50%"
EYE PHOTORECEPTOR CELL DEVELOPMENT	EYE PHOTORECEPTOR CELL DEVELOPMENT	17	-0.29175556	-0.8882302	0.61237115	0.7648045	1	2731	"tags=24%, list=13%, signal=27%"
POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL MIGRATION	POSITIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL MIGRATION	19	-0.3511213	-0.887665	0.48076922	0.7650381	1	1848	"tags=26%, list=8%, signal=29%"
VASOCONSTRICTION	VASOCONSTRICTION	18	-0.33074847	-0.88443935	0.4989858	0.7704197	1	1649	"tags=28%, list=8%, signal=30%"
POSITIVE REGULATION OF LAMELLIPODIUM ASSEMBLY	POSITIVE REGULATION OF LAMELLIPODIUM ASSEMBLY	24	-0.2613598	-0.8832223	0.5099602	0.77223754	1	6102	"tags=54%, list=28%, signal=75%"
CULLIN FAMILY PROTEIN BINDING	CULLIN FAMILY PROTEIN BINDING	16	-0.2889481	-0.8824142	0.47928995	0.77271163	1	7171	"tags=63%, list=33%, signal=93%"
POSITIVE REGULATION OF GLYCOLYTIC PROCESS	POSITIVE REGULATION OF GLYCOLYTIC PROCESS	18	-0.32063055	-0.88223904	0.6155378	0.7721478	1	6590	"tags=67%, list=30%, signal=95%"
REGULATION OF HISTONE METHYLATION	REGULATION OF HISTONE METHYLATION	17	-0.30845207	-0.87782645	0.5826923	0.7788696	1	6864	"tags=47%, list=31%, signal=69%"
MUSCLE CONTRACTION	MUSCLE CONTRACTION	51	-0.2220433	-0.8772127	0.5975855	0.7787307	1	2474	"tags=20%, list=11%, signal=22%"
CARDIAC SEPTUM DEVELOPMENT	CARDIAC SEPTUM DEVELOPMENT	19	-0.3123953	-0.8762288	0.5872093	0.7792422	1	2940	"tags=32%, list=13%, signal=36%"
METHYL-CPG BINDING	METHYL-CPG BINDING	25	-0.25810996	-0.874973	0.6082677	0.7805578	1	7741	"tags=64%, list=35%, signal=99%"
CILIARY BASE	CILIARY BASE	32	-0.23498693	-0.8746708	0.5955734	0.78021234	1	7015	"tags=44%, list=32%, signal=64%"
NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION	NEGATIVE REGULATION OF CELL-SUBSTRATE ADHESION	18	-0.37116048	-0.8729961	0.5769231	0.7815707	1	4313	"tags=44%, list=20%, signal=55%"
"PROTON-EXPORTING ATPASE ACTIVITY, PHOSPHORYLATIVE MECHANISM"	"PROTON-EXPORTING ATPASE ACTIVITY, PHOSPHORYLATIVE MECHANISM"	19	-0.22522277	-0.8708868	0.71936756	0.78425586	1	2773	"tags=21%, list=13%, signal=24%"
PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	34	-0.29230198	-0.8695356	0.50576925	0.7858723	1	3050	"tags=29%, list=14%, signal=34%"
REGULATION OF MITOTIC NUCLEAR DIVISION	REGULATION OF MITOTIC NUCLEAR DIVISION	19	-0.22119908	-0.8675872	0.39034206	0.7880156	1	6868	"tags=53%, list=31%, signal=77%"
REGULATION OF VASOCONSTRICTION	REGULATION OF VASOCONSTRICTION	18	-0.2617721	-0.8662385	0.79554653	0.7896574	1	4034	"tags=33%, list=18%, signal=41%"
ROOF OF MOUTH DEVELOPMENT	ROOF OF MOUTH DEVELOPMENT	69	-0.24988322	-0.8604292	0.5838264	0.79869336	1	5404	"tags=38%, list=25%, signal=50%"
UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY	UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE MULTIVESICULAR BODY SORTING PATHWAY	16	-0.19889958	-0.85890913	0.61264825	0.8005127	1	17489	"tags=100%, list=80%, signal=503%"
POSITIVE REGULATION OF CELL-SUBSTRATE ADHESION	POSITIVE REGULATION OF CELL-SUBSTRATE ADHESION	38	-0.2906935	-0.8583058	0.591716	0.800993	1	3252	"tags=32%, list=15%, signal=37%"
TRNA WOBBLE URIDINE MODIFICATION	TRNA WOBBLE URIDINE MODIFICATION	15	-0.3254744	-0.8582553	0.7140039	0.8001829	1	7268	"tags=40%, list=33%, signal=60%"
G-PROTEIN ALPHA-SUBUNIT BINDING	G-PROTEIN ALPHA-SUBUNIT BINDING	38	-0.2258022	-0.85751593	0.70119524	0.8004205	1	4106	"tags=29%, list=19%, signal=36%"
RAS GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	RAS GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	15	-0.2914745	-0.85741633	0.6027668	0.79965365	1	5832	"tags=67%, list=27%, signal=91%"
PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR BINDING	PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR BINDING	16	-0.23593594	-0.85566425	0.7110266	0.8010671	1	5533	"tags=38%, list=25%, signal=50%"
REPLICATION FORK PROCESSING	REPLICATION FORK PROCESSING	26	-0.2077073	-0.85559374	0.5138889	0.8002808	1	2704	"tags=15%, list=12%, signal=18%"
CORTICAL ACTIN CYTOSKELETON	CORTICAL ACTIN CYTOSKELETON	49	-0.22318475	-0.8545312	0.5882353	0.80100685	1	3529	"tags=29%, list=16%, signal=34%"
ARTERY MORPHOGENESIS	ARTERY MORPHOGENESIS	23	-0.34466115	-0.8544923	0.48126233	0.8002228	1	3703	"tags=30%, list=17%, signal=37%"
STRUCTURAL MOLECULE ACTIVITY	STRUCTURAL MOLECULE ACTIVITY	107	-0.19619605	-0.8541427	0.6680672	0.7998177	1	2270	"tags=18%, list=10%, signal=20%"
TRANSLATION ELONGATION FACTOR ACTIVITY	TRANSLATION ELONGATION FACTOR ACTIVITY	22	-0.35873622	-0.8530232	0.81262326	0.8010087	1	8134	"tags=59%, list=37%, signal=94%"
REGULATION OF CILIUM ASSEMBLY	REGULATION OF CILIUM ASSEMBLY	21	-0.26260784	-0.8503167	0.6923077	0.8043676	1	3220	"tags=24%, list=15%, signal=28%"
FOCAL ADHESION ASSEMBLY	FOCAL ADHESION ASSEMBLY	23	-0.24618898	-0.8487615	0.6903846	0.80628806	1	2820	"tags=26%, list=13%, signal=30%"
HISTONE-LYSINE N-METHYLTRANSFERASE ACTIVITY	HISTONE-LYSINE N-METHYLTRANSFERASE ACTIVITY	28	-0.24089646	-0.84729	0.60308284	0.8074925	1	6703	"tags=54%, list=31%, signal=77%"
GAMMA-TUBULIN BINDING	GAMMA-TUBULIN BINDING	27	-0.2263627	-0.84705067	0.6331361	0.8070742	1	3710	"tags=26%, list=17%, signal=31%"
ACTIVATION OF JUN KINASE ACTIVITY	ACTIVATION OF JUN KINASE ACTIVITY	31	-0.27180347	-0.846705	0.68846154	0.80674917	1	2519	"tags=26%, list=12%, signal=29%"
VESICLE DOCKING INVOLVED IN EXOCYTOSIS	VESICLE DOCKING INVOLVED IN EXOCYTOSIS	29	-0.25307605	-0.8435149	0.7109375	0.81063086	1	5064	"tags=48%, list=23%, signal=63%"
POSITIVE REGULATION OF HISTONE H3-K4 METHYLATION	POSITIVE REGULATION OF HISTONE H3-K4 METHYLATION	15	-0.26862592	-0.8418998	0.38188976	0.81164026	1	15968	"tags=100%, list=73%, signal=372%"
REGULATION OF RNA METABOLIC PROCESS	REGULATION OF RNA METABOLIC PROCESS	27	-0.27071133	-0.84182817	0.6966732	0.81081843	1	3810	"tags=33%, list=17%, signal=40%"
AMINO ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	AMINO ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	20	-0.2710005	-0.84068996	0.8974359	0.8116623	1	4896	"tags=45%, list=22%, signal=58%"
NUCLEAR TRANSCRIPTION FACTOR COMPLEX	NUCLEAR TRANSCRIPTION FACTOR COMPLEX	23	-0.23065439	-0.8406439	0.5864811	0.81080353	1	4222	"tags=30%, list=19%, signal=38%"
CORONARY VASCULATURE DEVELOPMENT	CORONARY VASCULATURE DEVELOPMENT	35	-0.2404165	-0.8406305	0.5030181	0.8100496	1	1998	"tags=20%, list=9%, signal=22%"
OLIGODENDROCYTE DEVELOPMENT	OLIGODENDROCYTE DEVELOPMENT	27	-0.2194637	-0.8402957	0.72301424	0.8096536	1	3743	"tags=30%, list=17%, signal=36%"
NEGATIVE REGULATION OF INSULIN SECRETION	NEGATIVE REGULATION OF INSULIN SECRETION	36	-0.23908688	-0.8401549	0.6866538	0.8090234	1	4502	"tags=33%, list=21%, signal=42%"
NON-MOTILE CILIUM ASSEMBLY	NON-MOTILE CILIUM ASSEMBLY	49	-0.16171646	-0.83676636	0.5948617	0.81390566	1	3120	"tags=14%, list=14%, signal=17%"
NEGATIVE REGULATION OF CELL-MATRIX ADHESION	NEGATIVE REGULATION OF CELL-MATRIX ADHESION	18	-0.27896994	-0.83550864	0.60192305	0.8146221	1	5613	"tags=56%, list=26%, signal=75%"
MESODERM FORMATION	MESODERM FORMATION	36	-0.23819637	-0.8340693	0.68653846	0.815394	1	2592	"tags=19%, list=12%, signal=22%"
