NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
CELL CYCLE ARREST	CELL CYCLE ARREST	78	0.3563368	1.4807143	0	0.15831025	1	3744	"tags=28%, list=17%, signal=34%"
RESPONSE TO AMINO ACID	RESPONSE TO AMINO ACID	36	0.3586617	1.480706	0	0.15811682	1	4749	"tags=28%, list=22%, signal=35%"
RESPONSE TO GLUCOSE	RESPONSE TO GLUCOSE	77	0.32515112	1.4794008	0	0.15850803	1	5353	"tags=31%, list=25%, signal=41%"
ANION:ANION ANTIPORTER ACTIVITY	ANION:ANION ANTIPORTER ACTIVITY	17	0.45555264	1.478464	0	0.15883918	1	1789	"tags=24%, list=8%, signal=26%"
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	78	0.43870354	1.4783096	0	0.15864585	1	4079	"tags=31%, list=19%, signal=38%"
CHEMOKINE BINDING	CHEMOKINE BINDING	25	0.68822306	1.4779848	0	0.15905687	1	2282	"tags=40%, list=10%, signal=45%"
CIRCADIAN RHYTHM	CIRCADIAN RHYTHM	94	0.35182524	1.4773861	0	0.15895805	1	4397	"tags=35%, list=20%, signal=44%"
NEGATIVE REGULATION OF PHAGOCYTOSIS	NEGATIVE REGULATION OF PHAGOCYTOSIS	15	0.44011718	1.4759592	0	0.16024859	1	1931	"tags=20%, list=9%, signal=22%"
SERINE-TYPE ENDOPEPTIDASE ACTIVITY	SERINE-TYPE ENDOPEPTIDASE ACTIVITY	182	0.4959574	1.4757789	0	0.16027546	1	3966	"tags=33%, list=18%, signal=40%"
ACUTE INFLAMMATORY RESPONSE	ACUTE INFLAMMATORY RESPONSE	16	0.7451109	1.4744631	0	0.16141362	1	3321	"tags=56%, list=15%, signal=66%"
CYTOKINE RECEPTOR ACTIVITY	CYTOKINE RECEPTOR ACTIVITY	50	0.64364684	1.4737246	0	0.16121782	1	4302	"tags=58%, list=20%, signal=72%"
PHOTORECEPTOR OUTER SEGMENT	PHOTORECEPTOR OUTER SEGMENT	71	0.37290865	1.473641	0	0.16102281	1	4236	"tags=32%, list=19%, signal=40%"
REGULATION OF PROTEIN CATABOLIC PROCESS	REGULATION OF PROTEIN CATABOLIC PROCESS	17	0.40707955	1.4732777	0	0.16092145	1	5756	"tags=29%, list=26%, signal=40%"
EMBRYONIC DIGESTIVE TRACT DEVELOPMENT	EMBRYONIC DIGESTIVE TRACT DEVELOPMENT	18	0.5054223	1.472572	0	0.1611842	1	2075	"tags=28%, list=10%, signal=31%"
SERINE-TYPE ENDOPEPTIDASE INHIBITOR ACTIVITY	SERINE-TYPE ENDOPEPTIDASE INHIBITOR ACTIVITY	89	0.5588366	1.4719685	0	0.16134755	1	2533	"tags=30%, list=12%, signal=34%"
POSITIVE REGULATION OF PATHWAY-RESTRICTED SMAD PROTEIN PHOSPHORYLATION	POSITIVE REGULATION OF PATHWAY-RESTRICTED SMAD PROTEIN PHOSPHORYLATION	48	0.44962233	1.4714127	0	0.16140436	1	2241	"tags=23%, list=10%, signal=25%"
FIBRILLAR CENTER	FIBRILLAR CENTER	127	0.25901762	1.4711003	0.10569106	0.16128683	1	6409	"tags=30%, list=29%, signal=42%"
HISTONE H3 ACETYLATION	HISTONE H3 ACETYLATION	45	0.26230073	1.4710114	0	0.16125758	1	2369	"tags=9%, list=11%, signal=10%"
NEGATIVE REGULATION OF NEURON DEATH	NEGATIVE REGULATION OF NEURON DEATH	71	0.36947513	1.4706233	0	0.16135079	1	2871	"tags=21%, list=13%, signal=24%"
POSITIVE REGULATION OF MACROPHAGE ACTIVATION	POSITIVE REGULATION OF MACROPHAGE ACTIVATION	17	0.7166671	1.4702184	0	0.16182591	1	1991	"tags=47%, list=9%, signal=52%"
ATPASE ACTIVITY	ATPASE ACTIVITY	214	0.25629738	1.4696909	0	0.16177714	1	5179	"tags=25%, list=24%, signal=32%"
LYSOSOME ORGANIZATION	LYSOSOME ORGANIZATION	37	0.40292835	1.4691771	0	0.16203584	1	5638	"tags=38%, list=26%, signal=51%"
INTESTINAL ABSORPTION	INTESTINAL ABSORPTION	16	0.5852559	1.4691074	0	0.16184306	1	5603	"tags=63%, list=26%, signal=84%"
CELLULAR RESPONSE TO LEUKEMIA INHIBITORY FACTOR	CELLULAR RESPONSE TO LEUKEMIA INHIBITORY FACTOR	115	0.3076436	1.4689913	0	0.16165107	1	4278	"tags=23%, list=20%, signal=29%"
POSITIVE REGULATION OF CELL GROWTH	POSITIVE REGULATION OF CELL GROWTH	84	0.28406402	1.4674498	0	0.16259831	1	4925	"tags=26%, list=23%, signal=34%"
ANDROGEN RECEPTOR SIGNALING PATHWAY	ANDROGEN RECEPTOR SIGNALING PATHWAY	15	0.40536284	1.466626	0	0.16258746	1	4405	"tags=33%, list=20%, signal=42%"
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE	ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE	51	0.59288085	1.4662399	0	0.16296253	1	4955	"tags=45%, list=23%, signal=58%"
CYTOKINE BINDING	CYTOKINE BINDING	39	0.59407437	1.4641526	0	0.16419174	1	3476	"tags=44%, list=16%, signal=52%"
FERTILIZATION	FERTILIZATION	51	0.44954106	1.4639331	0	0.16399714	1	4799	"tags=39%, list=22%, signal=50%"
POSITIVE REGULATION OF INTERLEUKIN-10 PRODUCTION	POSITIVE REGULATION OF INTERLEUKIN-10 PRODUCTION	25	0.68750226	1.4638671	0	0.16380349	1	2812	"tags=52%, list=13%, signal=60%"
MULTIVESICULAR BODY	MULTIVESICULAR BODY	34	0.38104832	1.4630771	0	0.16407096	1	1719	"tags=18%, list=8%, signal=19%"
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION	POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION	20	0.8382747	1.4628415	0	0.16404141	1	1993	"tags=65%, list=9%, signal=71%"
NEGATIVE REGULATION OF GENE EXPRESSION	NEGATIVE REGULATION OF GENE EXPRESSION	253	0.3438011	1.4625254	0	0.16423567	1	4378	"tags=28%, list=20%, signal=35%"
POSITIVE REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS	POSITIVE REGULATION OF RECEPTOR-MEDIATED ENDOCYTOSIS	25	0.43563223	1.4620898	0	0.16426742	1	3508	"tags=32%, list=16%, signal=38%"
NEGATIVE REGULATION OF PROTEIN SECRETION	NEGATIVE REGULATION OF PROTEIN SECRETION	18	0.4164328	1.4620037	0	0.16417773	1	3427	"tags=33%, list=16%, signal=40%"
DRUG METABOLIC PROCESS	DRUG METABOLIC PROCESS	16	0.5612558	1.4615461	0	0.16443059	1	4680	"tags=38%, list=21%, signal=48%"
POSITIVE REGULATION OF INTERLEUKIN-2 PRODUCTION	POSITIVE REGULATION OF INTERLEUKIN-2 PRODUCTION	15	0.6924838	1.4611323	0	0.1647194	1	3427	"tags=53%, list=16%, signal=63%"
PROTEIN-DNA COMPLEX	PROTEIN-DNA COMPLEX	47	0.33891252	1.4605817	0	0.16512176	1	3321	"tags=21%, list=15%, signal=25%"
INTERMEDIATE FILAMENT CYTOSKELETON	INTERMEDIATE FILAMENT CYTOSKELETON	51	0.32859898	1.4578005	0	0.16702363	1	1457	"tags=14%, list=7%, signal=15%"
ESTABLISHMENT OF ENDOTHELIAL BARRIER	ESTABLISHMENT OF ENDOTHELIAL BARRIER	17	0.36937606	1.4574353	0.099804305	0.1672721	1	4623	"tags=35%, list=21%, signal=45%"
HUMORAL IMMUNE RESPONSE	HUMORAL IMMUNE RESPONSE	32	0.631418	1.457013	0	0.1676502	1	3981	"tags=53%, list=18%, signal=65%"
TYPE I INTERFERON SIGNALING PATHWAY	TYPE I INTERFERON SIGNALING PATHWAY	16	0.83134526	1.4555243	0	0.16828905	1	907	"tags=56%, list=4%, signal=59%"
POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION	POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION	26	0.7665526	1.455035	0	0.16830012	1	1842	"tags=62%, list=8%, signal=67%"
NEGATIVE REGULATION OF PROTEOLYSIS	NEGATIVE REGULATION OF PROTEOLYSIS	23	0.43605396	1.4544988	0	0.16883117	1	2057	"tags=26%, list=9%, signal=29%"
GOLGI ORGANIZATION	GOLGI ORGANIZATION	94	0.24169256	1.4543291	0	0.1686342	1	2552	"tags=11%, list=12%, signal=12%"
POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION OF STAT PROTEIN	POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION OF STAT PROTEIN	17	0.7023619	1.4535229	0	0.16933268	1	1478	"tags=41%, list=7%, signal=44%"
FATTY ACID METABOLIC PROCESS	FATTY ACID METABOLIC PROCESS	176	0.32722905	1.4533786	0	0.16913551	1	4888	"tags=32%, list=22%, signal=41%"
ATPASE-COUPLED TRANSMEMBRANE TRANSPORTER ACTIVITY	ATPASE-COUPLED TRANSMEMBRANE TRANSPORTER ACTIVITY	55	0.41843325	1.4533489	0	0.16893902	1	1866	"tags=20%, list=9%, signal=22%"
MRNA CATABOLIC PROCESS	MRNA CATABOLIC PROCESS	27	0.50430375	1.4524152	0	0.16964044	1	6751	"tags=44%, list=31%, signal=64%"
CELLULAR RESPONSE TO CYTOKINE STIMULUS	CELLULAR RESPONSE TO CYTOKINE STIMULUS	41	0.6080367	1.4520795	0	0.16960284	1	3287	"tags=44%, list=15%, signal=52%"
NF-KAPPAB BINDING	NF-KAPPAB BINDING	31	0.45597112	1.4516267	0	0.1696931	1	4883	"tags=39%, list=22%, signal=50%"
MRNA POLYADENYLATION	MRNA POLYADENYLATION	26	0.32408446	1.4516056	0	0.16949683	1	7666	"tags=38%, list=35%, signal=59%"
REGULATION OF PROTEIN UBIQUITINATION	REGULATION OF PROTEIN UBIQUITINATION	19	0.36303228	1.4505756	0	0.16972071	1	1678	"tags=16%, list=8%, signal=17%"
PROTEIN IMPORT INTO NUCLEUS	PROTEIN IMPORT INTO NUCLEUS	90	0.25210416	1.4499065	0	0.17051795	1	4150	"tags=18%, list=19%, signal=22%"
CELLULAR RESPONSE TO INTERFERON-BETA	CELLULAR RESPONSE TO INTERFERON-BETA	46	0.8755931	1.4496955	0	0.17032129	1	1603	"tags=78%, list=7%, signal=84%"
TUMOR NECROSIS FACTOR RECEPTOR BINDING	TUMOR NECROSIS FACTOR RECEPTOR BINDING	33	0.65583634	1.4496537	0	0.17021573	1	4056	"tags=58%, list=19%, signal=71%"
POSITIVE REGULATION OF PRI-MIRNA TRANSCRIPTION BY RNA POLYMERASE II	POSITIVE REGULATION OF PRI-MIRNA TRANSCRIPTION BY RNA POLYMERASE II	33	0.47062376	1.4491125	0	0.1705406	1	3979	"tags=39%, list=18%, signal=48%"
INTEGRIN-MEDIATED SIGNALING PATHWAY	INTEGRIN-MEDIATED SIGNALING PATHWAY	89	0.49084038	1.448069	0	0.17124149	1	3142	"tags=31%, list=14%, signal=37%"
REGULATION OF MITOTIC CELL CYCLE	REGULATION OF MITOTIC CELL CYCLE	85	0.2360144	1.448061	0	0.17104512	1	5263	"tags=27%, list=24%, signal=36%"
HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION	HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION	83	0.37490016	1.4478168	0	0.17104517	1	4575	"tags=29%, list=21%, signal=36%"
FAD BINDING	FAD BINDING	38	0.4359595	1.4458984	0	0.17242822	1	4256	"tags=39%, list=19%, signal=49%"
KERATINIZATION	KERATINIZATION	19	0.5985521	1.4455314	0	0.1724572	1	4164	"tags=47%, list=19%, signal=58%"
LEUKOCYTE CHEMOTAXIS	LEUKOCYTE CHEMOTAXIS	21	0.68400544	1.4453596	0	0.17242737	1	4035	"tags=67%, list=18%, signal=82%"
C-C CHEMOKINE RECEPTOR ACTIVITY	C-C CHEMOKINE RECEPTOR ACTIVITY	23	0.6671407	1.4442073	0	0.17295937	1	2282	"tags=39%, list=10%, signal=44%"
ASTROCYTE DEVELOPMENT	ASTROCYTE DEVELOPMENT	17	0.6271031	1.4438151	0	0.17276219	1	3522	"tags=41%, list=16%, signal=49%"
RNA POLYMERASE II ACTIVATING TRANSCRIPTION FACTOR BINDING	RNA POLYMERASE II ACTIVATING TRANSCRIPTION FACTOR BINDING	52	0.37531206	1.4428794	0	0.1737418	1	1749	"tags=19%, list=8%, signal=21%"
ACTIVATION OF PROTEIN KINASE ACTIVITY	ACTIVATION OF PROTEIN KINASE ACTIVITY	92	0.27506152	1.4428378	0	0.1735437	1	1879	"tags=12%, list=9%, signal=13%"
LYMPH NODE DEVELOPMENT	LYMPH NODE DEVELOPMENT	26	0.64759463	1.44272	0	0.1734276	1	4559	"tags=62%, list=21%, signal=78%"
MEIOTIC CELL CYCLE	MEIOTIC CELL CYCLE	113	0.44120818	1.4419405	0	0.1737795	1	4934	"tags=35%, list=23%, signal=44%"
T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE	T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE	18	0.71212256	1.4419149	0	0.1735823	1	4331	"tags=61%, list=20%, signal=76%"
NEGATIVE REGULATION OF DNA BIOSYNTHETIC PROCESS	NEGATIVE REGULATION OF DNA BIOSYNTHETIC PROCESS	15	0.61329776	1.4414752	0	0.17366032	1	3938	"tags=60%, list=18%, signal=73%"
UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY	UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY	250	0.24268793	1.4414402	0	0.17346394	1	1714	"tags=7%, list=8%, signal=8%"
HEAT SHOCK PROTEIN BINDING	HEAT SHOCK PROTEIN BINDING	71	0.2886778	1.4403747	0	0.17383675	1	3033	"tags=15%, list=14%, signal=18%"
EMBRYO IMPLANTATION	EMBRYO IMPLANTATION	41	0.54679406	1.4401212	0	0.17380872	1	4136	"tags=39%, list=19%, signal=48%"
REGULATION OF CELL CYCLE	REGULATION OF CELL CYCLE	142	0.23292291	1.4400753	0	0.17367245	1	5085	"tags=23%, list=23%, signal=29%"
MEMBRANE FUSION	MEMBRANE FUSION	37	0.3070425	1.4388051	0	0.17454736	1	3651	"tags=22%, list=17%, signal=26%"
I-KAPPAB KINASE/NF-KAPPAB SIGNALING	I-KAPPAB KINASE/NF-KAPPAB SIGNALING	41	0.7340903	1.4386456	0	0.17448267	1	3900	"tags=63%, list=18%, signal=77%"
CELL ADHESION MOLECULE BINDING	CELL ADHESION MOLECULE BINDING	62	0.4263471	1.4376906	0.1125	0.17509934	1	2444	"tags=29%, list=11%, signal=33%"
P53 BINDING	P53 BINDING	72	0.2728372	1.4376073	0	0.17490304	1	4971	"tags=26%, list=23%, signal=34%"
POSITIVE REGULATION OF ACTIVATED T CELL PROLIFERATION	POSITIVE REGULATION OF ACTIVATED T CELL PROLIFERATION	24	0.56600213	1.4369464	0	0.17504473	1	3522	"tags=46%, list=16%, signal=55%"
LONG-CHAIN FATTY ACID METABOLIC PROCESS	LONG-CHAIN FATTY ACID METABOLIC PROCESS	24	0.3718014	1.4362305	0	0.17516734	1	4577	"tags=33%, list=21%, signal=42%"
FATTY ACID BETA-OXIDATION	FATTY ACID BETA-OXIDATION	44	0.4625687	1.4357897	0	0.17505483	1	5701	"tags=48%, list=26%, signal=64%"
R-SMAD BINDING	R-SMAD BINDING	24	0.32493493	1.4355984	0.08722109	0.1749984	1	3259	"tags=17%, list=15%, signal=20%"
VESICLE MEMBRANE	VESICLE MEMBRANE	26	0.33018625	1.434927	0	0.17546695	1	3505	"tags=23%, list=16%, signal=27%"
REGULATION OF GROWTH	REGULATION OF GROWTH	76	0.28324497	1.4345173	0.10887097	0.17555219	1	4976	"tags=25%, list=23%, signal=32%"
SARCOMERE ORGANIZATION	SARCOMERE ORGANIZATION	38	0.37619808	1.4342877	0	0.17545213	1	3711	"tags=26%, list=17%, signal=32%"
"PROTON-TRANSPORTING ATPASE ACTIVITY, ROTATIONAL MECHANISM"	"PROTON-TRANSPORTING ATPASE ACTIVITY, ROTATIONAL MECHANISM"	21	0.3984745	1.4340905	0.10236221	0.17533964	1	3139	"tags=24%, list=14%, signal=28%"
MITOTIC CELL CYCLE CHECKPOINT	MITOTIC CELL CYCLE CHECKPOINT	30	0.3766744	1.434003	0	0.17514575	1	7134	"tags=47%, list=33%, signal=69%"
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR	INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE BY P53 CLASS MEDIATOR	30	0.56869805	1.4332602	0	0.17579405	1	3912	"tags=40%, list=18%, signal=49%"
LIPID STORAGE	LIPID STORAGE	26	0.46903083	1.4320337	0	0.17659467	1	4080	"tags=38%, list=19%, signal=47%"
POSITIVE REGULATION OF MAST CELL DEGRANULATION	POSITIVE REGULATION OF MAST CELL DEGRANULATION	16	0.58272356	1.4318322	0	0.1763997	1	3943	"tags=56%, list=18%, signal=69%"
PROTEIN TYROSINE KINASE BINDING	PROTEIN TYROSINE KINASE BINDING	31	0.3863571	1.4308298	0	0.1764013	1	1987	"tags=19%, list=9%, signal=21%"
POSITIVE REGULATION OF ANGIOGENESIS	POSITIVE REGULATION OF ANGIOGENESIS	139	0.468711	1.4300971	0	0.17650592	1	2726	"tags=29%, list=12%, signal=33%"
REGULATION OF CYTOKINE PRODUCTION	REGULATION OF CYTOKINE PRODUCTION	31	0.6511676	1.429154	0	0.17691314	1	3849	"tags=55%, list=18%, signal=66%"
MISFOLDED PROTEIN BINDING	MISFOLDED PROTEIN BINDING	22	0.4102406	1.4290504	0	0.17680362	1	4925	"tags=36%, list=23%, signal=47%"
INACTIVATION OF MAPK ACTIVITY	INACTIVATION OF MAPK ACTIVITY	19	0.4645131	1.4286944	0	0.17715017	1	3777	"tags=37%, list=17%, signal=45%"
POSITIVE REGULATION OF INTERLEUKIN-1 BETA PRODUCTION	POSITIVE REGULATION OF INTERLEUKIN-1 BETA PRODUCTION	19	0.78285426	1.4282875	0	0.17756072	1	4033	"tags=84%, list=18%, signal=103%"
REGULATION OF AUTOPHAGY	REGULATION OF AUTOPHAGY	57	0.31651315	1.4274619	0	0.17795327	1	2517	"tags=18%, list=12%, signal=20%"
PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS	PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS	51	0.6175859	1.4272301	0	0.17788532	1	4475	"tags=43%, list=21%, signal=54%"
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY	POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY	29	0.3672321	1.4258204	0	0.17854364	1	3508	"tags=28%, list=16%, signal=33%"
MITOGEN-ACTIVATED PROTEIN KINASE BINDING	MITOGEN-ACTIVATED PROTEIN KINASE BINDING	27	0.39846143	1.4252086	0.07100592	0.17883497	1	4708	"tags=33%, list=22%, signal=42%"
ANTIOXIDANT ACTIVITY	ANTIOXIDANT ACTIVITY	22	0.5798375	1.4248065	0.1027668	0.17899515	1	2871	"tags=36%, list=13%, signal=42%"
NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION	NEGATIVE REGULATION OF PROTEIN PHOSPHORYLATION	92	0.26959363	1.4212284	0	0.18149751	1	1641	"tags=10%, list=8%, signal=11%"
MONOCYTE CHEMOTAXIS	MONOCYTE CHEMOTAXIS	30	0.6459194	1.421223	0	0.18129893	1	3508	"tags=60%, list=16%, signal=71%"
MATERNAL PROCESS INVOLVED IN FEMALE PREGNANCY	MATERNAL PROCESS INVOLVED IN FEMALE PREGNANCY	26	0.39364073	1.4202124	0	0.18161857	1	749	"tags=12%, list=3%, signal=12%"
CIRCADIAN REGULATION OF GENE EXPRESSION	CIRCADIAN REGULATION OF GENE EXPRESSION	56	0.31788918	1.4193513	0.09917355	0.18214133	1	4352	"tags=23%, list=20%, signal=29%"
CHROMATIN SILENCING	CHROMATIN SILENCING	25	0.3681349	1.4177703	0	0.18314493	1	5211	"tags=28%, list=24%, signal=37%"
SERINE-TYPE PEPTIDASE ACTIVITY	SERINE-TYPE PEPTIDASE ACTIVITY	162	0.4685161	1.4174292	0	0.18324265	1	4484	"tags=35%, list=21%, signal=44%"
"TRANSFERASE ACTIVITY, TRANSFERRING GLYCOSYL GROUPS"	"TRANSFERASE ACTIVITY, TRANSFERRING GLYCOSYL GROUPS"	217	0.26199198	1.4164127	0	0.18381724	1	3603	"tags=20%, list=17%, signal=23%"
CAJAL BODY	CAJAL BODY	52	0.34520042	1.416347	0.08695652	0.18361676	1	5379	"tags=29%, list=25%, signal=38%"
NEGATIVE REGULATION OF INTERFERON-GAMMA PRODUCTION	NEGATIVE REGULATION OF INTERFERON-GAMMA PRODUCTION	27	0.66773874	1.4153807	0	0.183779	1	5205	"tags=59%, list=24%, signal=78%"
DNA REPAIR	DNA REPAIR	332	0.2747487	1.4138987	0	0.18412304	1	7096	"tags=32%, list=33%, signal=47%"
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY	TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY	21	0.40211883	1.4136275	0	0.1842032	1	1879	"tags=24%, list=9%, signal=26%"
SYNAPSIS	SYNAPSIS	33	0.48960254	1.4129554	0	0.18452112	1	4784	"tags=36%, list=22%, signal=47%"
LIPID TRANSPORTER ACTIVITY	LIPID TRANSPORTER ACTIVITY	26	0.51239645	1.4121052	0	0.18517269	1	3838	"tags=38%, list=18%, signal=47%"
PROTON TRANSMEMBRANE TRANSPORTER ACTIVITY	PROTON TRANSMEMBRANE TRANSPORTER ACTIVITY	25	0.3441047	1.4119533	0	0.18512918	1	3493	"tags=20%, list=16%, signal=24%"
PROTEASE BINDING	PROTEASE BINDING	113	0.42947027	1.4118907	0	0.1849291	1	2582	"tags=24%, list=12%, signal=27%"
CYCLIN BINDING	CYCLIN BINDING	32	0.37260965	1.4115549	0	0.18478486	1	5296	"tags=31%, list=24%, signal=41%"
NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION	NEGATIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION	16	0.3979893	1.4113538	0	0.18466382	1	500	"tags=19%, list=2%, signal=19%"
CHROMOSOME ORGANIZATION	CHROMOSOME ORGANIZATION	34	0.30308783	1.4110861	0	0.18462245	1	8755	"tags=41%, list=40%, signal=69%"
CELLULAR RESPONSE TO INTERLEUKIN-6	CELLULAR RESPONSE TO INTERLEUKIN-6	19	0.60357386	1.4102117	0	0.18532956	1	2913	"tags=47%, list=13%, signal=55%"
ENZYME INHIBITOR ACTIVITY	ENZYME INHIBITOR ACTIVITY	39	0.48271352	1.409998	0	0.18536437	1	1827	"tags=21%, list=8%, signal=22%"
POSITIVE REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING	POSITIVE REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING	16	0.5746224	1.408953	0.10650887	0.18553334	1	1452	"tags=19%, list=7%, signal=20%"
CELL REDOX HOMEOSTASIS	CELL REDOX HOMEOSTASIS	63	0.3492938	1.4084071	0.1923077	0.18546748	1	7159	"tags=38%, list=33%, signal=57%"
ENDOPLASMIC RETICULUM LUMEN	ENDOPLASMIC RETICULUM LUMEN	107	0.40159026	1.4071908	0	0.18632264	1	4397	"tags=29%, list=20%, signal=36%"
RESPONSE TO METAL ION	RESPONSE TO METAL ION	15	0.3867398	1.407143	0.0877551	0.18620059	1	4005	"tags=33%, list=18%, signal=41%"
REGULATION OF FAT CELL DIFFERENTIATION	REGULATION OF FAT CELL DIFFERENTIATION	18	0.47929382	1.4065359	0	0.18662274	1	5132	"tags=44%, list=24%, signal=58%"
POSITIVE REGULATION OF CELL MOTILITY	POSITIVE REGULATION OF CELL MOTILITY	20	0.5496653	1.4061282	0	0.18654169	1	4559	"tags=40%, list=21%, signal=51%"
POSITIVE REGULATION OF DNA BINDING	POSITIVE REGULATION OF DNA BINDING	35	0.3250647	1.405972	0	0.18659732	1	3002	"tags=20%, list=14%, signal=23%"
CHOLESTEROL HOMEOSTASIS	CHOLESTEROL HOMEOSTASIS	79	0.36855522	1.4049258	0	0.18745242	1	4432	"tags=33%, list=20%, signal=41%"
CELLULAR RESPONSE TO DRUG	CELLULAR RESPONSE TO DRUG	78	0.3267921	1.404668	0.072434604	0.18745036	1	3542	"tags=24%, list=16%, signal=29%"
PEPTIDE ANTIGEN BINDING	PEPTIDE ANTIGEN BINDING	17	0.82711416	1.4035726	0	0.18859622	1	2204	"tags=82%, list=10%, signal=92%"
NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE	NEGATIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE	33	0.48368686	1.4035113	0	0.18839577	1	4732	"tags=39%, list=22%, signal=50%"
PYROPTOSIS	PYROPTOSIS	19	0.6553755	1.4027605	0	0.18921399	1	3585	"tags=58%, list=16%, signal=69%"
NUCLEAR SPECK	NUCLEAR SPECK	379	0.22980009	1.4021893	0	0.18957472	1	6275	"tags=25%, list=29%, signal=34%"
NEGATIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY	NEGATIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY	16	0.5430957	1.4013242	0	0.19019435	1	1904	"tags=25%, list=9%, signal=27%"
MALE MEIOTIC NUCLEAR DIVISION	MALE MEIOTIC NUCLEAR DIVISION	29	0.48149356	1.4007162	0	0.19089977	1	4774	"tags=41%, list=22%, signal=53%"
"CHROMOSOME, TELOMERIC REGION"	"CHROMOSOME, TELOMERIC REGION"	58	0.33063433	1.4005524	0.1003937	0.19084601	1	6559	"tags=38%, list=30%, signal=54%"
"TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS"	"TRANSFERASE ACTIVITY, TRANSFERRING ACYL GROUPS"	162	0.30009928	1.4003197	0	0.19093442	1	4695	"tags=27%, list=22%, signal=34%"
CELLULAR SENESCENCE	CELLULAR SENESCENCE	19	0.45519865	1.4001733	0.08924949	0.19080496	1	6283	"tags=47%, list=29%, signal=66%"
VIRAL ENTRY INTO HOST CELL	VIRAL ENTRY INTO HOST CELL	38	0.4944686	1.399534	0.105675146	0.19113511	1	4735	"tags=45%, list=22%, signal=57%"
RESPONSE TO UNFOLDED PROTEIN	RESPONSE TO UNFOLDED PROTEIN	53	0.39675263	1.3995204	0	0.19093347	1	4925	"tags=34%, list=23%, signal=44%"
PROTEIN REFOLDING	PROTEIN REFOLDING	24	0.38090706	1.3988775	0.08695652	0.1909359	1	8094	"tags=54%, list=37%, signal=86%"
ELECTRON TRANSPORT CHAIN	ELECTRON TRANSPORT CHAIN	59	0.4163597	1.3984851	0.103174604	0.19145556	1	1067	"tags=10%, list=5%, signal=11%"
CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES	CELLULAR RESPONSE TO REACTIVE OXYGEN SPECIES	33	0.37812185	1.3978323	0	0.19171669	1	3710	"tags=27%, list=17%, signal=33%"
BIOSYNTHETIC PROCESS	BIOSYNTHETIC PROCESS	38	0.33251858	1.3976748	0	0.1916095	1	6012	"tags=39%, list=28%, signal=54%"
RETINOL DEHYDROGENASE ACTIVITY	RETINOL DEHYDROGENASE ACTIVITY	21	0.5328654	1.3969479	0	0.19262591	1	5492	"tags=57%, list=25%, signal=76%"
NEGATIVE REGULATION OF MAP KINASE ACTIVITY	NEGATIVE REGULATION OF MAP KINASE ACTIVITY	42	0.33987787	1.3958827	0	0.19290836	1	1842	"tags=14%, list=8%, signal=16%"
